area,populat,once_cnt,sec_cnt,once_ratio,sec_ratio,over12,over12_once_ratio,over12_sec_ratio,lastupdate
（沖縄県）,1485118,849226,653869,57.18,44.03,1286886,65.99,50.81,2021-09-20 00:00:00
那覇市,320467,191230,138623,59.67,43.26,283064,67.56,48.97,2021-09-20 00:00:00
宜野湾市,100462,48844,33538,48.62,33.38,86483,56.48,38.78,2021-09-20 00:00:00
石垣市,49848,34857,33188,69.93,66.58,43012,81.04,77.16,2021-09-20 00:00:00
浦添市,115548,67216,51056,58.17,44.19,99990,67.22,51.06,2021-09-20 00:00:00
名護市,63724,34900,28142,54.77,44.16,55051,63.40,51.12,2021-09-20 00:00:00
糸満市,62349,30335,22961,48.65,36.83,53299,56.91,43.08,2021-09-20 00:00:00
沖縄市,142973,74486,52112,52.10,36.45,123515,60.31,42.19,2021-09-20 00:00:00
豊見城市,65766,35007,27327,53.23,41.55,55496,63.08,49.24,2021-09-20 00:00:00
うるま市,125338,69548,46647,55.49,37.22,108452,64.13,43.01,2021-09-20 00:00:00
宮古島市,55577,37808,34425,68.03,61.94,48596,77.80,70.84,2021-09-20 00:00:00
南城市,44924,27030,22264,60.17,49.56,38735,69.78,57.48,2021-09-20 00:00:00
国頭村,4581,3311,2875,72.28,62.76,4139,80.00,69.46,2021-09-20 00:00:00
大宜味村,3051,2209,1989,72.40,65.19,2793,79.09,71.21,2021-09-20 00:00:00
東村,1717,1304,1260,75.95,73.38,1553,83.97,81.13,2021-09-20 00:00:00
今帰仁村,9322,6069,4527,65.10,48.56,8262,73.46,54.79,2021-09-20 00:00:00
本部町,13153,7874,6078,59.86,46.21,11674,67.45,52.06,2021-09-20 00:00:00
恩納村,11050,7135,6244,64.57,56.51,9794,72.85,63.75,2021-09-20 00:00:00
宜野座村,6140,3844,3428,62.61,55.83,5189,74.08,66.06,2021-09-20 00:00:00
金武町,11450,6805,5899,59.43,51.52,9851,69.08,59.88,2021-09-20 00:00:00
伊江村,4449,3402,3169,76.47,71.23,3951,86.10,80.21,2021-09-20 00:00:00
読谷村,41642,23333,19081,56.03,45.82,36058,64.71,52.92,2021-09-20 00:00:00
嘉手納町,13409,7262,5536,54.16,41.29,11585,62.68,47.79,2021-09-20 00:00:00
北谷町,28850,15520,12768,53.80,44.26,24812,62.55,51.46,2021-09-20 00:00:00
北中城村,17821,9872,7272,55.40,40.81,15406,64.08,47.20,2021-09-20 00:00:00
中城村,22046,12129,10428,55.02,47.30,18694,64.88,55.78,2021-09-20 00:00:00
西原町,35454,22685,18586,63.98,52.42,30945,73.31,60.06,2021-09-20 00:00:00
与那原町,20117,11371,9736,56.52,48.40,17022,66.80,57.20,2021-09-20 00:00:00
南風原町,40375,21685,16735,53.71,41.45,33604,64.53,49.80,2021-09-20 00:00:00
渡嘉敷村,718,491,472,68.38,65.74,614,79.97,76.87,2021-09-20 00:00:00
座間味村,897,644,635,71.79,70.79,776,82.99,81.83,2021-09-20 00:00:00
粟国村,684,506,487,73.98,71.20,623,81.22,78.17,2021-09-20 00:00:00
渡名喜村,342,276,268,80.70,78.36,320,86.25,83.75,2021-09-20 00:00:00
南大東村,1224,939,928,76.72,75.82,1066,88.09,87.05,2021-09-20 00:00:00
北大東村,561,426,418,75.94,74.51,480,88.75,87.08,2021-09-20 00:00:00
伊平屋村,1200,928,916,77.33,76.33,1059,87.63,86.50,2021-09-20 00:00:00
伊是名村,1322,1012,881,76.55,66.64,1152,87.85,76.48,2021-09-20 00:00:00
久米島町,7652,5881,5718,76.86,74.73,6793,86.57,84.17,2021-09-20 00:00:00
八重瀬町,31882,16168,12567,50.71,39.42,26879,60.15,46.75,2021-09-20 00:00:00
多良間村,1091,900,863,82.49,79.10,981,91.74,87.97,2021-09-20 00:00:00
竹富町,4262,2904,2764,68.14,64.85,3677,78.98,75.17,2021-09-20 00:00:00
与那国町,1680,1080,1058,64.29,62.98,1441,74.95,73.42,2021-09-20 00:00:00
